Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Book_Description,Year_published,Genres,url
Angelfall,Angelfall,Susan Ee,English,4.12,172247,15813,"It's been six weeks since angels of the apocalypse descended to demolish the modern world. Street gangs rule the day while fear and superstition rule the night. When warrior angels fly away with a helpless little girl, her seventeen-year-old sister Penryn will do anything to get her back.Anything, including making a deal with an enemy angel.Raffe is a warrior who lies broken and wingless on the street. After eons of fighting his own battles, he finds himself being rescued from a desperate situation by a half-starved teenage girl.Traveling through a dark and twisted Northern California, they have only each other to rely on for survival. Together, they journey toward the angels' stronghold in San Francisco where she'll risk everything to rescue her sister and he'll put himself at the mercy of his greatest enemies for the chance to be made whole again.",2011,"{'Fantasy': 4493, 'Young Adult': 3862, 'Paranormal (Angels) ': 2164, 'Fantasy (Paranormal) ': 2017, 'Science Fiction (Dystopia) ': 1974, 'Romance': 1337, 'Fantasy (Urban Fantasy) ': 830, 'Apocalyptic (Post Apocalyptic) ': 790, 'Fiction': 553, 'Fantasy (Supernatural) ': 424}",https://www.goodreads.com/book/show/15863832-angelfall
Catching Fire,Catching Fire,Suzanne Collins,English,4.29,2605868,97937,"Sparks are igniting.Flames are spreading.And the Capitol wants revenge. Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.",2009,"{'Young Adult': 26370, 'Science Fiction (Dystopia) ': 14093, 'Fiction': 13526, 'Fantasy': 10783, 'Science Fiction': 8401, 'Romance': 3273, 'Adventure': 2768, 'Young Adult (Teen) ': 1573, 'Apocalyptic (Post Apocalyptic) ': 1327, 'Action': 1068}",https://www.goodreads.com/book/show/6148028-catching-fire
Mockingjay,Mockingjay,Suzanne Collins,English,4.00,2012173,101751,"My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans—except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay—no matter what the personal cost.",2010,"{'Young Adult': 24917, 'Science Fiction (Dystopia) ': 13544, 'Fiction': 12725, 'Fantasy': 9993, 'Science Fiction': 7879, 'Romance': 2957, 'Adventure': 2435, 'Young Adult (Teen) ': 1457, 'Apocalyptic (Post Apocalyptic) ': 1229, 'Science Fiction Fantasy': 966}",https://www.goodreads.com/book/show/7260188-mockingjay
One Second After,One Second After,William R. Forstchen,English,3.93,50190,6623,"New York Times best-selling author William R. Forstchen now brings us a story which can be all too terrifyingly real ... a story in which one man struggles to save his family and his small North Carolina town after America loses a war, in one second, a war that will send America back to the Dark Ages ... A war based upon a weapon, an Electro Magnetic Pulse (EMP). A weapon that may already be in the hands of our enemies.Months before publication, One Second After has already been cited on the floor of Congress as a book all Americans should read, a book already being discussed in the corridors of the Pentagon as a truly realistic look at a weapon and its awesome power to destroy the entire United States, literally within one second. It is a weapon that the Wall Street Journal warns could shatter America. In the tradition of On the Beach, Fail Safe, and Testament, this book, set in a typical American town, is a dire warning of what might be our future ... and our end.",2009,"{'Fiction': 817, 'Apocalyptic (Post Apocalyptic) ': 427, 'Science Fiction': 393, 'Science Fiction (Apocalyptic) ': 226, 'Science Fiction (Dystopia) ': 196, 'Thriller': 139, 'Adventure (Survival) ': 105, 'Audiobook': 99, 'War': 46, 'Adult': 44}",https://www.goodreads.com/book/show/4922079-one-second-after
"Alas, Babylon","Alas, Babylon",Pat Frank,English,4.07,40255,3316,"“An extraordinary real picture of human beings numbed by catastrophe but still driven by the unconquerable determination of living creatures to keep on being alive.” —The New Yorker“Alas, Babylon.” Those fateful words heralded the end. When the unthinkable nightmare of nuclear holocaust ravaged the United States, it was instant death for tens of millions of people; for survivors, it was a nightmare of hunger, sickness, and brutality. Overnight, a thousand years of civilization were stripped away.But for one small Florida town, spared against all the odds, the struggle was just beginning, as men and women of all ages and races found the courage to join together and push against the darkness.This classic apocalyptic novel by Pat Frank, first published in 1959 at the height of the Cold War, includes an introduction by award-winning science fiction writer and scientist David Brin. ",1959,"{'Fiction': 887, 'Science Fiction': 753, 'Apocalyptic (Post Apocalyptic) ': 498, 'Classics': 439, 'Science Fiction (Apocalyptic) ': 222, 'Science Fiction (Dystopia) ': 213, 'Adventure (Survival) ': 77, 'Science Fiction Fantasy': 67, 'Audiobook': 61, 'War': 48}",https://www.goodreads.com/book/show/38169.Alas_Babylon
The Maze Runner,The Maze Runner,James Dashner,English,4.03,1105628,56309,"There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run.",2009,"{'Young Adult': 10470, 'Science Fiction (Dystopia) ': 6994, 'Science Fiction': 4330, 'Fiction': 3306, 'Fantasy': 2696, 'Adventure': 1255, 'Apocalyptic (Post Apocalyptic) ': 780, 'Mystery': 715, 'Young Adult (Teen) ': 645, 'Audiobook': 519}",https://www.goodreads.com/book/show/6186357-the-maze-runner
Bird Box,Bird Box,Josh Malerman,English,4.02,150064,16924,"Alternate cover edition of ISBN 9780062259653Something is out there, something terrifying that must not be seen. One glimpse of it, and a person is driven to deadly violence. No one knows what it is or where it came from.Five years after it began, a handful of scattered survivors remains, including Malorie and her two young children. Living in an abandoned house near the river, she has dreamed of fleeing to a place where they might be safe. Now that the boy and girl are four, it's time to go, but the journey ahead will be terrifying: twenty miles downriver in a rowboat—blindfolded—with nothing to rely on but her wits and the children's trained ears. One wrong choice and they will die. Something is following them all the while, but is it man, animal, or monster?Interweaving past and present, Bird Box is a snapshot of a world unraveled that will have you racing to the final page.",2014,"{'Horror': 4908, 'Fiction': 1607, 'Thriller': 1221, 'Science Fiction (Dystopia) ': 592, 'Mystery': 552, 'Science Fiction': 451, 'Apocalyptic (Post Apocalyptic) ': 440, 'Audiobook': 394, 'Adult': 344, 'Suspense': 335}",https://www.goodreads.com/book/show/18498558-bird-box
Wool Omnibus,Wool,Hugh Howey,English,4.21,164644,13728,"This Omnibus Edition collects the five Wool books into a single volume. The first Wool story was released as a standalone short in July of 2011. Due to reviewer demand, the rest of the story was released over the next six months. This is the story of mankind clawing for survival, of mankind on the edge. The world outside has grown unkind, the view of it limited, talk of it forbidden. But there are always those who hope, who dream. These are the dangerous people, the residents who infect others with their optimism. Their punishment is simple. They are given the very thing they profess to want: They are allowed outside.Alternate cover for B0071XO8RA",2012,"{'Science Fiction': 3197, 'Fiction': 1681, 'Science Fiction (Dystopia) ': 1365, 'Apocalyptic (Post Apocalyptic) ': 914, 'Fantasy': 413, 'Science Fiction Fantasy': 256, 'Science Fiction (Apocalyptic) ': 198, 'Audiobook': 138, 'Young Adult': 120, 'Speculative Fiction': 119}",https://www.goodreads.com/book/show/13453029-wool-omnibus
Swan Song,Swan Song,Robert R. McCammon,English,4.28,56586,3686,"An ancient evil roams the desolate landscape of an America ravaged by nuclear war. He is the Man with the Scarlet Eye, a malevolent force that feeds on the dark desires of the countless followers he has gathered into his service. His only desire is to find a special child named Swan—and destroy her. But those who would protect the girl are determined to fight for what is left of the world, and their souls. In a wasteland born of rage, populated by monstrous creatures and marauding armies, the last survivors on earth have been drawn into the final battle between good and evil that will decide the fate of humanity....",1987,"{'Horror': 1769, 'Fiction': 584, 'Apocalyptic (Post Apocalyptic) ': 494, 'Fantasy': 427, 'Science Fiction': 307, 'Science Fiction (Dystopia) ': 222, 'Science Fiction (Apocalyptic) ': 196, 'Thriller': 91, 'Audiobook': 76, 'Science Fiction Fantasy': 40}",https://www.goodreads.com/book/show/11557.Swan_Song
Divergent,Divergent,Veronica Roth,English,4.19,3008156,109103,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",2011,"{'Young Adult': 20861, 'Science Fiction (Dystopia) ': 14067, 'Fiction': 7156, 'Fantasy': 6673, 'Science Fiction': 5927, 'Romance': 4092, 'Adventure': 1527, 'Young Adult (Teen) ': 1273, 'Apocalyptic (Post Apocalyptic) ': 878, 'Action': 868}",https://www.goodreads.com/book/show/13335037-divergent
World After,End of Days,Susan Ee,English,4.17,92581,8150,"In this sequel to the bestselling fantasy thriller, Angelfall, the survivors of the angel apocalypse begin to scrape back together what's left of the modern world.When a group of people capture Penryn's sister Paige, thinking she's a monster, the situation ends in a massacre. Paige disappears. Humans are terrified. Mom is heartbroken.Penryn drives through the streets of San Francisco looking for Paige. Why are the streets so empty? Where is everybody? Her search leads her into the heart of the angels' secret plans where she catches a glimpse of their motivations, and learns the horrifying extent to which the angels are willing to go.Meanwhile, Raffe hunts for his wings. Without them, he can't rejoin the angels, can't take his rightful place as one of their leaders. When faced with recapturing his wings or helping Penryn survive, which will he choose?",2013,"{'Fantasy': 2217, 'Young Adult': 2075, 'Paranormal (Angels) ': 1379, 'Science Fiction (Dystopia) ': 1156, 'Fantasy (Paranormal) ': 1089, 'Romance': 782, 'Apocalyptic (Post Apocalyptic) ': 484, 'Fantasy (Urban Fantasy) ': 432, 'Fiction': 244, 'Fantasy (Supernatural) ': 236}",https://www.goodreads.com/book/show/17849112-world-after
Earth Abides,Earth Abides,George R. Stewart,English,3.96,25400,2006,"A disease of unparalleled destructive force has sprung up almost simultaneously in every corner of the globe, all but destroying the human race. One survivor, strangely immune to the effects of the epidemic, ventures forward to experience a world without man. What he ultimately discovers will prove far more astonishing than anything he'd either dreaded or hoped for.",1949,"{'Science Fiction': 786, 'Fiction': 497, 'Apocalyptic (Post Apocalyptic) ': 468, 'Science Fiction (Apocalyptic) ': 182, 'Science Fiction (Dystopia) ': 164, 'Classics': 85, 'Science Fiction Fantasy': 60, 'Speculative Fiction': 40, 'Adventure (Survival) ': 36, 'Fantasy': 35}",https://www.goodreads.com/book/show/93269.Earth_Abides
The Year of the Flood,The Year of the Flood,Margaret Atwood,English,4.04,110464,7726,"The times and species have been changing at a rapid rate, and the social compact is wearing as thin as environmental stability. Adam One, the kindly leader of the God's Gardeners--a religion devoted to the melding of science and religion, as well as the preservation of all plant and animal life--has long predicted a natural disaster that will alter Earth as we know it. Now it has occurred, obliterating most human life. Two women have survived: Ren, a young trapeze dancer locked inside the high-end sex club Scales and Tails, and Toby, a God's Gardener barricaded inside a luxurious spa where many of the treatments are edible. Have others survived? Ren's bioartist friend Amanda? Zeb, her eco-fighter stepfather? Her onetime lover, Jimmy? Or the murderous Painballers, survivors of the mutual-elimination Painball prison? Not to mention the shadowy, corrupt policing force of the ruling powers...Meanwhile, gene-spliced life forms are proliferating: the lion/lamb blends, the Mo'hair sheep with human hair, the pigs with human brain tissue. As Adam One and his intrepid hemp-clad band make their way through this strange new world, Ren and Toby will have to decide on their next move. They can't stay locked away...By turns dark, tender, violent, thoughtful, and uneasily hilarious, ""The Year of the Flood"" is Atwood at her most brilliant and inventive.",2009,"{'Fiction': 2124, 'Science Fiction': 1613, 'Science Fiction (Dystopia) ': 1092, 'Apocalyptic (Post Apocalyptic) ': 457, 'Fantasy': 326, 'Cultural (Canada) ': 316, 'Speculative Fiction': 273, 'Audiobook': 213, 'Science Fiction (Apocalyptic) ': 173, 'Science Fiction Fantasy': 167}",https://www.goodreads.com/book/show/6080337-the-year-of-the-flood
A Canticle for Leibowitz,A Canticle for Leibowitz,Walter M. Miller Jr.,English,3.97,96457,4868,"In a nightmarish ruined world slowly awakening to the light after sleeping in darkness, the infant rediscoveries of science are secretly nourished by cloistered monks dedicated to the study and preservation of the relics and writings of the blessed Saint Isaac Leibowitz. From here the story spans centuries of ignorance, violence, and barbarism, viewing through a sharp, satirical eye the relentless progression of a human race damned by its inherent humanness to recelebrate its grand foibles and repeat its grievous mistakes.",1959,"{'Science Fiction': 3241, 'Fiction': 1741, 'Apocalyptic (Post Apocalyptic) ': 637, 'Classics': 460, 'Science Fiction (Dystopia) ': 419, 'Fantasy': 350, 'Science Fiction Fantasy': 259, 'Religion': 239, 'Science Fiction (Apocalyptic) ': 173, 'Speculative Fiction': 169}",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz
The Twelve,The Twelve,Justin Cronin,English,4.01,89287,7757,"In his internationally bestselling and critically acclaimed novel The Passage, Justin Cronin constructed an unforgettable world transformed by a government experiment gone horribly wrong. Now the scope widens and the intensity deepens as the epic story surges forward with The Twelve. In the present day, as the man-made apocalypse unfolds, three strangers navigate the chaos. Lila, a doctor and an expectant mother, is so shattered by the spread of violence and infection that she continues to plan for her child’s arrival even as society dissolves around her. Kittridge, known to the world as “Last Stand in Denver,” has been forced to flee his stronghold and is now on the road, dodging the infected, armed but alone and well aware that a tank of gas will get him only so far. April is a teenager fighting to guide her little brother safely through a landscape of death and ruin. These three will learn that they have not been fully abandoned—and that in connection lies hope, even on the darkest of nights. One hundred years in the future, Amy and the others fight on for humankind’s salvation...unaware that the rules have changed. The enemy has evolved, and a dark new order has arisen with a vision of the future infinitely more horrifying than man’s extinction. If the Twelve are to fall, one of those united to vanquish them will have to pay the ultimate price.",2012,"{'Horror': 1413, 'Fiction': 973, 'Fantasy': 720, 'Science Fiction': 679, 'Apocalyptic (Post Apocalyptic) ': 518, 'Paranormal (Vampires) ': 402, 'Science Fiction (Dystopia) ': 372, 'Thriller': 190, 'Science Fiction (Apocalyptic) ': 170, 'Audiobook': 170}",https://www.goodreads.com/book/show/13281368-the-twelve
I Am Legend,I Am Legend,Richard Matheson,English,4.07,99720,6325,"Robert Neville is the last living man on Earth... but he is not alone. Every other man, woman and child on the planet has become a vampire, and they are hungry for Neville's blood.By day he is the hunter, stalking the undead through the ruins of civilisation. By night, he barricades himself in his home and prays for the dawn.How long can one man survive like this?",1954,"{'Horror': 2940, 'Science Fiction': 1588, 'Fiction': 1326, 'Classics': 674, 'Apocalyptic (Post Apocalyptic) ': 480, 'Paranormal (Vampires) ': 478, 'Fantasy': 416, 'Science Fiction (Dystopia) ': 326, 'Audiobook': 185, 'Science Fiction (Apocalyptic) ': 163}",https://www.goodreads.com/book/show/40940649-i-am-legend
The Infinite Sea,The Infinite Sea,Rick Yancey,English,3.87,123008,12116,"How do you rid the Earth of seven billion humans? Rid the humans of their humanity.Surviving the first four waves was nearly impossible. Now Cassie Sullivan finds herself in a new world, a world in which the fundamental trust that binds us together is gone. As the 5th Wave rolls across the landscape, Cassie, Ben, and Ringer are forced to confront the Others’ ultimate goal: the extermination of the human race.Cassie and her friends haven’t seen the depths to which the Others will sink, nor have the Others seen the heights to which humanity will rise, in the ultimate battle between life and death, hope and despair, love and hate.",2014,"{'Young Adult': 2197, 'Science Fiction': 1469, 'Science Fiction (Dystopia) ': 1259, 'Science Fiction (Aliens) ': 590, 'Fiction': 466, 'Fantasy': 371, 'Apocalyptic (Post Apocalyptic) ': 366, 'Romance': 339, 'Audiobook': 200, 'Science Fiction (Apocalyptic) ': 162}",https://www.goodreads.com/book/show/16131484-the-infinite-sea
